# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
59.64,1.461e4,-0.035,-9.755,88.178,9.757,5348.727,13.226,5348.743,0.142,88.178,0.208,35.353,-117.748,9.751,0.054,0,0.016,9.676e-5,6.78e4,5330,130.948,0.817,431.081,352.519,3.256,0.31,6.522e6,0,14.121,0.39,0.39,0.34,0.006,0.044,0.012,0.011,-3.465e-4,0,0,0,0,0.029,0.013,24.13,457.303,0.032,0.262,3.897,-56.5,116.162,297.06,0.05,1.203
59.69,1.461e4,-0.523,-9.752,88.169,9.754,5353.135,13.247,5353.152,0.142,88.167,0.206,35.353,-117.748,9.751,0.077,0,0.016,2.64e-4,6.78e4,5330,130.948,0.817,430.939,352.519,3.25,0.309,6.494e6,0,14,0.39,0.39,0.34,0.006,0.044,0.017,0.026,-1.49e-4,0,0,0,0,0.029,0.013,24.13,457.303,-0.25,0.263,3.512,-56.5,116.162,297.06,0.05,1.203
59.691,1.461e4,-0.533,-9.496,91.632,47.423,5353.228,13.247,5353.245,0.142,88.118,46.462,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.309,6.491e6,0,3150.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,3.512,-56.5,116.162,297.06,0.001,1.205
59.708,1.461e4,-0.692,-9.492,90.84,47.361,5354.703,13.254,5354.719,0.142,87.338,46.4,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.308,6.435e6,0,3146.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,3.499,-56.5,116.162,297.06,0.017,1.205
59.727,1.461e4,-0.87,-9.414,89.882,46.475,5356.342,13.262,5356.358,0.142,86.48,45.512,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.305,6.367e6,0,3085.874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,3.397,-56.5,116.162,297.06,0.019,1.206
59.749,1.461e4,-1.075,-9.329,88.905,45.623,5358.234,13.271,5358.251,0.142,85.497,44.659,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.303,6.298e6,0,3028.131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013,NaN,NaN,NaN,NaN,3.401,-56.5,116.162,297.06,0.022,1.206
59.772,1.461e4,-1.285,-9.233,87.921,44.658,5360.161,13.28,5360.178,0.142,84.507,43.693,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.299,6.228e6,0,2962.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.405,-56.5,116.163,297.06,0.023,1.206
59.795,1.461e4,-1.498,-9.137,86.928,43.694,5362.125,13.29,5362.142,0.142,83.508,42.728,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.296,6.158e6,0,2897.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.407,-56.5,116.163,297.06,0.023,1.206
59.819,1.461e4,-1.717,-9.041,85.923,42.734,5364.133,13.3,5364.149,0.142,82.498,41.766,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.293,6.087e6,0,2832.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.409,-56.5,116.164,297.06,0.024,1.206
59.846,1.461e4,-1.953,-8.945,84.905,41.821,5366.292,13.31,5366.309,0.142,81.421,40.853,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.289,6.014e6,0,2770.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.461,-56.5,116.165,297.06,0.026,1.206
59.873,1.461e4,-2.197,-8.843,83.878,40.874,5368.53,13.321,5368.546,0.142,80.317,39.906,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.286,5.942e6,0,2706.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.533,-56.5,116.165,297.06,0.028,1.206
59.898,1.461e4,-2.415,-8.743,82.833,39.774,5370.519,13.33,5370.536,0.142,79.35,38.801,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.282,5.868e6,0,2631.698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.448,-56.5,116.166,297.06,0.025,1.207
59.924,1.461e4,-2.634,-8.656,81.781,38.798,5372.515,13.34,5372.531,0.142,78.393,37.82,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.278,5.793e6,0,2565.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012,NaN,NaN,NaN,NaN,3.345,-56.5,116.168,297.06,0.025,1.207
59.952,1.461e4,-2.88,-8.57,80.717,37.925,5374.753,13.351,5374.77,0.142,77.331,36.944,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.275,5.718e6,0,2506.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.335,-56.5,116.169,297.06,0.029,1.207
59.982,1.461e4,-3.134,-8.475,79.643,36.97,5377.047,13.362,5377.063,0.142,76.256,35.986,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.272,5.642e6,0,2441.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.325,-56.5,116.17,297.06,0.03,1.207
60.012,1.461e4,-3.381,-8.382,78.553,35.967,5379.279,13.373,5379.296,0.142,75.225,34.977,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.268,5.565e6,0,2373.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.255,-56.5,116.172,297.06,0.029,1.207
60.045,1.461e4,-3.656,-8.291,77.449,35.089,5381.762,13.385,5381.779,0.142,74.091,34.095,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.264,5.487e6,0,2313.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.271,-56.5,116.174,297.06,0.033,1.207
60.085,1.461e4,-3.982,-8.191,76.308,34.258,5384.681,13.399,5384.698,0.143,72.769,33.265,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.261,5.406e6,0,2257.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.435,-56.5,116.176,297.06,0.04,1.207
60.115,1.461e4,-4.225,-8.085,75.122,32.952,5386.85,13.41,5386.867,0.143,71.811,31.944,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.256,5.322e6,0,2168.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011,NaN,NaN,NaN,NaN,3.193,-56.5,116.178,297.06,0.03,1.207
60.154,1.461e4,-4.536,-8.004,73.962,32.188,5389.62,13.423,5389.637,0.143,70.598,31.177,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.253,5.24e6,0,2117.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.225,-56.5,116.181,297.06,0.039,1.208
60.21,1.461e4,-4.978,-7.895,72.658,31.496,5393.522,13.442,5393.539,0.143,68.892,30.49,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.25,5.148e6,0,2071.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.595,-56.5,116.184,297.06,0.056,1.208
60.254,1.461e4,-5.322,-7.755,71.535,30.25,5396.554,13.457,5396.571,0.143,67.593,29.239,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.245,5.068e6,0,1987.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.744,-56.5,116.189,297.06,0.044,1.208
60.3,1.461e4,-5.671,-7.652,70.346,29.287,5399.606,13.472,5399.623,0.143,66.304,28.27,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.241,4.984e6,0,1922.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.813,-56.5,116.193,297.06,0.046,1.208
60.344,1.461e4,-6.007,-7.554,69.136,28.278,5402.53,13.486,5402.546,0.143,65.092,27.25,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.237,4.899e6,0,1853.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.783,-56.5,116.197,297.06,0.045,1.208
60.387,1.461e4,-6.327,-7.467,67.896,27.259,5405.297,13.5,5405.314,0.143,63.967,26.216,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.232,4.811e6,0,1784.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,NaN,NaN,NaN,3.633,-56.5,116.202,297.06,0.043,1.208
60.441,1.461e4,-6.728,-7.38,66.628,26.481,5408.734,13.517,5408.751,0.143,62.586,25.432,35.353,-117.748,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.229,4.721e6,0,1731.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,3.702,-56.5,116.207,297.06,0.054,1.208
60.488,1.461e4,-7.069,-7.287,65.331,25.345,5411.637,13.531,5411.654,0.143,61.449,24.275,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.224,4.63e6,0,1654.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,3.498,-56.5,116.213,297.06,0.047,1.208
60.527,1.461e4,-7.354,-7.225,63.934,24.191,5414.037,13.543,5414.054,0.143,60.541,23.087,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.218,4.531e6,0,1574.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,2.968,-56.5,116.219,297.06,0.039,1.209
60.576,1.46e4,-7.699,-7.169,62.648,23.396,5416.925,13.557,5416.942,0.143,59.469,22.271,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.214,4.44e6,0,1520.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,2.704,-56.5,116.225,297.06,0.048,1.209
60.641,1.46e4,-8.166,-7.09,61.303,22.682,5420.797,13.576,5420.814,0.143,58.049,21.545,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.211,4.345e6,0,1472.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,2.707,-56.5,116.231,297.06,0.066,1.209
60.706,1.46e4,-8.62,-6.993,59.947,21.693,5424.524,13.595,5424.541,0.144,56.716,20.535,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.206,4.249e6,0,1404.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009,NaN,NaN,NaN,NaN,2.608,-56.5,116.241,297.06,0.065,1.209
60.813,1.46e4,-9.352,-6.88,58.357,21.089,5430.441,13.625,5430.458,0.144,54.596,19.935,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.203,4.137e6,0,1365.693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,3.007,-56.5,116.251,297.06,0.106,1.209
60.878,1.46e4,-9.796,-6.76,56.814,19.528,5433.987,13.642,5434.004,0.144,53.393,18.321,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.195,4.028e6,0,1258.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,2.57,-56.5,116.268,297.06,0.066,1.209
60.971,1.46e4,-10.414,-6.676,55.359,18.839,5438.854,13.667,5438.871,0.144,51.762,17.616,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.191,3.925e6,0,1212.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,2.609,-56.5,116.28,297.06,0.093,1.209
61.088,1.46e4,-11.177,-6.55,53.872,18.062,5444.775,13.696,5444.792,0.144,49.8,16.832,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.187,3.82e6,0,1161.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,2.9,-56.5,116.297,297.06,0.117,1.209
61.179,1.46e4,-11.767,-6.439,52.357,16.843,5449.27,13.719,5449.287,0.144,48.375,15.564,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.181,3.714e6,0,1079.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,2.642,-56.5,116.32,297.06,0.092,1.21
61.349,1.46e4,-12.843,-6.318,50.561,16.313,5457.289,13.76,5457.306,0.144,45.814,15.04,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.178,3.587e6,0,1046.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,3.089,-56.5,116.339,297.06,0.17,1.21
61.539,1.459e4,-14,-6.1,49.125,15.426,5465.724,13.803,5465.741,0.145,43.126,14.169,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.173,3.486e6,0,992.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,3.962,-56.5,116.377,297.06,0.19,1.21
61.68,1.459e4,-14.837,-5.943,47.681,14.141,5471.669,13.834,5471.686,0.145,41.319,12.831,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.165,3.385e6,0,907.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,3.994,-56.5,116.424,297.06,0.141,1.21
61.855,1.459e4,-15.856,-5.826,46.142,13.371,5478.713,13.87,5478.73,0.145,39.214,12.035,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.161,3.277e6,0,858.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,4.118,-56.5,116.461,297.06,0.175,1.21
62.085,1.459e4,-17.158,-5.664,44.598,12.632,5487.429,13.916,5487.447,0.145,36.618,11.291,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.157,3.169e6,0,814.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,4.547,-56.5,116.51,297.06,0.23,1.21
62.234,1.458e4,-17.995,-5.593,42.738,11.246,5492.802,13.944,5492.82,0.145,35.158,9.757,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.147,3.038e6,0,719.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,3.607,-56.5,116.579,297.06,0.15,1.21
62.502,1.458e4,-19.462,-5.484,41.222,10.717,5501.874,13.992,5501.892,0.146,32.695,9.208,35.353,-117.747,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.144,2.932e6,0,688.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,3.643,-56.5,116.627,297.06,0.267,1.211
62.795,1.457e4,-21.013,-5.3,39.879,9.859,5511.089,14.042,5511.107,0.146,30.262,8.313,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.139,2.838e6,0,639.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,3.632,-56.5,116.719,297.06,0.293,1.211
63.239,1.456e4,-23.254,-5.046,38.732,9.21,5523.766,14.112,5523.784,0.146,26.841,7.705,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.136,2.759e6,0,612.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,4.134,-56.5,116.827,297.06,0.444,1.211
63.636,1.455e4,-25.141,-4.755,37.777,8.154,5533.897,14.168,5533.915,0.147,24.212,6.625,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.13,2.695e6,0,562.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,3.985,-56.5,117.006,297.06,0.397,1.211
64.136,1.454e4,-27.367,-4.453,37.249,7.434,5545.258,14.234,5545.277,0.147,21.235,5.953,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.127,2.662e6,0,540.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,4.034,-56.5,117.182,297.06,0.5,1.211
64.636,1.453e4,-29.434,-4.135,36.751,6.512,5555.247,14.293,5555.265,0.147,18.719,5.031,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.124,2.631e6,0,511.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,3.286,-56.5,117.422,297.06,0.5,1.211
65.136,1.451e4,-31.197,-3.526,37.71,6.125,5563.98,14.346,5563.999,0.148,16.215,5.008,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.127,2.706e6,0,542.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,4.968,-56.5,117.681,297.06,0.5,1.212
65.636,1.449e4,-32.776,-3.158,37.82,5.462,5571.531,14.394,5571.549,0.148,13.987,4.457,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.127,2.72e6,0,539.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,4.884,-56.5,117.958,297.06,0.5,1.212
66.136,1.448e4,-34.198,-2.843,37.857,4.764,5578.046,14.437,5578.065,0.148,12.076,3.822,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.126,2.73e6,0,535.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,4.162,-56.5,118.25,297.06,0.5,1.212
66.636,1.446e4,-35.423,-2.451,38.271,4.239,5583.652,14.476,5583.671,0.149,10.347,3.458,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.127,2.767e6,0,547.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,4.14,-56.5,118.556,297.06,0.5,1.212
67.136,1.444e4,-36.393,-1.94,39.172,4.078,5588.377,14.511,5588.395,0.149,8.553,3.587,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.131,2.84e6,0,582.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,5.936,-56.5,118.874,297.06,0.5,1.212
67.636,1.442e4,-37.291,-1.796,38.967,3.301,5592.307,14.542,5592.326,0.149,7.169,2.77,35.353,-117.746,9.751,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.13,2.832e6,0,571.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,4.135,-56.5,119.202,297.06,0.5,1.212
68.136,1.44e4,-38.011,-1.44,39.489,3.042,5595.556,14.57,5595.575,0.149,5.829,2.68,35.353,-117.745,9.752,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.132,2.878e6,0,592.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,4.872,-56.5,119.538,297.06,0.5,1.213
68.636,1.439e4,-38.598,-1.175,39.802,2.731,5598.162,14.595,5598.181,0.149,4.596,2.466,35.353,-117.745,9.752,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.133,2.91e6,0,605.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,5.119,-56.5,119.882,297.06,0.5,1.213
69.136,1.437e4,-39.114,-1.032,39.808,2.144,5600.225,14.617,5600.244,0.15,3.656,1.879,35.353,-117.745,9.752,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.133,2.919e6,0,604.913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,3.742,-56.5,120.232,297.06,0.5,1.213
69.636,1.435e4,-39.504,-0.779,40.174,2.043,5601.817,14.637,5601.836,0.15,2.712,1.888,35.353,-117.745,9.752,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.135,2.954e6,0,621.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,4.595,-56.5,120.597,297.06,0.5,1.213
70.136,1.433e4,-39.838,-0.669,40.177,1.504,5603.004,14.655,5603.024,0.15,2.038,1.347,35.353,-117.745,9.752,NaN,NaN,NaN,NaN,6.78e4,5330,NaN,NaN,NaN,NaN,NaN,0.134,2.964e6,0,622.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,3.169,-56.5,120.985,297.06,0.5,1.213
